Index,country,year,Lnrgdpo,Lnlabor_stock,Lncapital_stock,RL,GS,RE,MO,LnRL,LnGS,LnRE,LnMO
0,Austria,2000,12.6343670459594,9.95595156553293,14.402574810892,82.5,34.6,79.2,74.3333333333333,4.41279829334064,3.54385368206368,4.37197629882038,4.30855948279201
1,Austria,2001,12.6114148294168,9.96074124518379,14.4277665957683,83,34.6,79.8,72.6666666666667,4.4188406077966,3.54385368206368,4.37952350445576,4.28588277412098
2,Austria,2002,12.6322826451974,9.96312391163202,14.4489363372163,83.5,31.7,78.2,73.2,4.42484663185681,3.45631668088324,4.35926964755127,4.29319542096727
3,Austria,2003,12.6568561242915,9.97003340957578,14.4712493686346,84,31.95,77.55,73.8,4.43081679884331,3.46417218082354,4.35092288962255,4.30135873160643
4,Austria,2004,12.696108750808,9.98164776203108,14.4925609818098,84,32.25,77.95,73.2666666666667,4.43081679884331,3.47351804324178,4.35606759550379,4.29410575330141
5,Austria,2005,12.7865354206902,9.98287429732909,14.5127587514841,85,33.5,76.8666666666667,73.4,4.44265125649032,3.51154543883102,4.34207231916685,4.29592393562047
6,Austria,2006,12.8059813737756,9.99466132330585,14.5324160316707,87,36.7,80.3666666666667,74.1333333333333,4.46590811865458,3.60277675506052,4.38659949651902,4.30586527370832
7,Austria,2007,12.839595128987,10.0118371118574,14.553715399647,88.5,37.5,79.2666666666667,75.5333333333333,4.48300255201388,3.62434093297637,4.37281769558857,4.3245740599258
8,Austria,2008,12.8752872761414,10.0316822207128,14.574551316021,88,38.2468,78.5005059566667,75.3333333333333,4.47733681447821,3.64405989664212,4.36310507007545,4.32192271060418
9,Austria,2009,12.8296748770132,10.0066395650623,14.5896126413345,85.5,38.49985,79.3886990533333,75.2666666666667,4.44851637594272,3.65065434518225,4.37435602882021,4.32103736304745
10,Austria,2010,12.8615934038794,10.0170537181562,14.6025532341294,85.5,40,77.3333333333333,77.5,4.44851637594272,3.68887945411394,4.3481250829982,4.3502779363593
11,Austria,2011,12.905023887392,10.0410570245575,14.6178864725843,84.5,39.15,77.9666666666667,79.2,4.43675153436313,3.66740042243681,4.35628138492202,4.37197629882038
12,Austria,2012,12.9230764185813,10.0414866638231,14.6325062570201,84.5,32.95,76.8666666666667,79.0666666666667,4.43675153436313,3.49499126094852,4.34207231916685,4.37029137845546
13,Austria,2013,12.9101130909541,10.0390357397653,14.6468816942613,84,37.3,77.7666666666667,80.6,4.43081679884331,3.61899332664977,4.35371289035928,4.38949864951258
14,Austria,2014,12.9556569425312,10.0443784065787,14.6599682580976,82.75,37.25,78.7666666666667,82.6,4.41582401425717,3.61765194482557,4.36648989552475,4.41400968052693
15,Austria,2015,12.9729903082648,10.0396866353379,14.6736072756858,79.5,34.95,78.3333333333333,82.6666666666667,4.37575702166029,3.55391846867982,4.36097322547605,4.41481645749687
16,Austria,2016,12.9858356430854,10.0609809425379,14.6883723070107,81,36.55,77.8666666666667,82.6666666666667,4.39444915467244,3.59868118619579,4.35499796228596,4.41481645749687
17,Austria,2017,13.0351299985014,10.0757687265225,14.704089414844,81,49.7666666666667,75.9666666666667,82.3333333333333,4.39444915467244,3.90734541587704,4.33029464758353,4.41077604795987
18,Austria,2018,13.0625300361928,10.1020869255222,14.7205566225832,79.3,50.1333333333333,75.3,82.3,4.3732381286408,3.91468612284763,4.32148013480585,4.41037110768302
19,Austria,2019,13.076749712814,10.1182168646453,14.7378310791322,77.6333333333333,53.5,75.0333333333334,82,4.35199688822219,3.97968165390196,4.31793245924458,4.40671924726425
20,Belgium,2000,12.7568174163723,9.87686189169561,14.4717809563041,72,26,78.95,72.6,4.27666611901606,3.25809653802148,4.36881474070165,4.28496492183075
21,Belgium,2001,12.7622475203081,9.89196080638589,14.4984475043187,71.5,27.6,79.15,72.6666666666667,4.26969744969996,3.3178157727231,4.37134478632702,4.28588277412098
22,Belgium,2002,12.7896635413242,9.90830338805737,14.5194844499253,75.5,30.85,78,79.8666666666667,4.32413265625498,3.4291367503514,4.35670882668959,4.38035857757319
23,Belgium,2003,12.8327228050096,9.91755884826906,14.5387617404904,78,30.25,77.6,80.4666666666667,4.35670882668959,3.40949618447685,4.35156742718917,4.38784301999532
24,Belgium,2004,12.8583205173833,9.92866476822635,14.5618450601116,80.5,33.3,75.65,79.9333333333333,4.38825718442452,3.5055573969864,4.32611744023437,4.3811929539253
25,Belgium,2005,12.9698428993258,9.9436520937684,14.5868234872065,83,32.05,73.2666666666667,80.0666666666667,4.4188406077966,3.46729718336668,4.29410575330141,4.38285962097777
26,Belgium,2006,12.9413340353412,9.96550120362456,14.6111455040168,82.5,34.8,80.2,80.8,4.41279829334064,3.54961738678043,4.38452351487247,4.39197696552705
27,Belgium,2007,12.9715745713912,9.98483638491127,14.638453479103,77,35.3,81.3,85.5333333333334,4.34380542185368,3.56388296393925,4.39814601655377,4.44890616351343
28,Belgium,2008,13.0551234106461,9.99667652495171,14.6648201686251,76.5,30.9456,81.8859294833333,85.3333333333333,4.33729074083249,3.43223082424233,4.40532717491921,4.44656515581145
29,Belgium,2009,13.0211431677274,9.98377879904539,14.6851536329705,75.5,34.900989995,81.5687328533333,85.2666666666667,4.32413265625498,3.55251519542497,4.40144601272246,4.44578360047663
30,Belgium,2010,13.1007976880773,9.99433798294177,14.7047392987927,76.5,36.1,79.3,79.1666666666667,4.33729074083249,3.58629286533884,4.3732381286408,4.37155533480659
31,Belgium,2011,13.0975693424834,10.0160933211682,14.7262319691984,75.5,33.4,82.0333333333333,79.2,4.32413265625498,3.50855589998265,4.4071256687289,4.37197629882038
32,Belgium,2012,13.105854096086,10.020767042071,14.7469516808402,75.5,28.45,81.6,79.0333333333333,4.32413265625498,3.34814816057234,4.40182926197006,4.36986970440325
33,Belgium,2013,13.1033099456411,10.0202232039578,14.7652881023378,77.5,29.75,80.2333333333333,78.9333333333333,4.3502779363593,3.39282913199164,4.38493905612092,4.36860361434174
34,Belgium,2014,13.1088535923285,10.0252317388925,14.7858561040733,77.1,29.8,80.7,80.9333333333333,4.34510328056928,3.39450839351136,4.3907385752759,4.39362577051723
