"Model","FittedValues","Residuals"
"Pooled",14.7329618951718,0.0762014664903105
"Pooled",14.7469516035654,0.0526044048982758
"Pooled",14.755959808867,0.045596062283783
"Pooled",14.7772322114586,0.0427058635267259
"Pooled",14.7801132978945,0.052714619862504
"Pooled",14.8252536715032,0.0445049769062782
"Pooled",14.8121831062273,0.068776106056547
"Pooled",14.8186234739393,0.0776606207306545
"Pooled",15.1462555338883,-0.220378126918334
"Pooled",15.1583478700955,-0.219007020459251
"Pooled",15.1474603684795,-0.211666379874395
"Pooled",15.1304247117993,-0.17051191141689
"Pooled",15.1326770097569,-0.144360141101819
"Pooled",15.1921920039528,-0.155301086144708
"Pooled",15.2330999208619,-0.173344859436228
"Pooled",15.2586284141588,-0.144180795525203
"Pooled",15.2528478739591,-0.115413290156549
"Pooled",15.2365235449767,-0.168787877422872
"Pooled",15.2669025136152,-0.150546011760728
"Pooled",15.2848435751026,-0.118358044246019
"Pooled",15.2734807304949,-0.114846068755707
"Pooled",15.2844533585169,-0.123541334903903
"Pooled",15.2951642321867,-0.0998911617548204
"Pooled",15.2881453512535,-0.103721422746042
"Pooled",15.3020125564531,-0.088149936995434
"Pooled",15.3024041911724,-0.0431518097491116
"Pooled",15.2829213104125,-0.0174304601048264
"Pooled",15.3185491429082,-0.0501815027622201
"Pooled",12.7427312713767,-0.196578730551526
"Pooled",12.7437184841287,-0.160185371275073
"Pooled",12.6530500082209,-0.0293769157342825
"Pooled",12.6373788570904,-0.00786469332945666
"Pooled",12.6705815218946,0.00441164700254758
"Pooled",12.7293621268611,-0.0332004446158004
"Pooled",12.7439039545253,0.0274611930098031
"Pooled",12.7713899854977,0.000622515971968633
"Pooled",12.795220746342,0.00600993973211244
"Pooled",12.7783036741332,-0.0100684864010217
"Pooled",12.8095375658567,-0.119782037954138
"Pooled",12.6436797447444,-0.0522944233268397
"Pooled",12.6019957186565,-0.0539858858732127
"Pooled",12.525807845458,0.0234328730350444
"Pooled",12.498179558304,0.0386788740944127
"Pooled",12.5320729201322,0.0128942491257924
"Pooled",12.5600284000454,-0.0388935636274532
"Pooled",12.697898170684,-0.155876974739392
"Pooled",12.7194835142089,-0.177222266027845
"Pooled",12.6971681621881,-0.13729701822482
"Pooled",12.3414167996551,-0.302644533320594
"Pooled",12.3603653988673,-0.265581221303583
"Pooled",12.3567028213042,-0.209431602223228
"Pooled",12.3873274064245,-0.20557667071912
"Pooled",12.3689633113178,-0.198835494265129
"Pooled",12.3821834981517,-0.109626740023556
"Pooled",12.3942328198164,-0.122245890959258
"Pooled",12.4126748141302,-0.134981243057564
"Pooled",12.4179616101386,-0.0616974288233109
"Pooled",12.4095998442654,-0.0910283079473181
"Pooled",12.3834039389546,-0.0100679878610161
"Pooled",12.3879478909598,0.0071237721048708
"Pooled",12.4060010135882,-0.023850219170314
"Pooled",12.3911454974982,-0.00716237689338327
"Pooled",12.4177023635999,-0.0123106031948699
"Pooled",12.4393951941991,-0.0215517981887934
"Pooled",12.412073798097,0.00669773010434948
"Pooled",12.4726714340164,0.00273906064987821
"Pooled",12.4854540520596,0.0243523563968092
"Pooled",12.4913493857002,0.062365579038194
"Pooled",9.48679288671227,-0.174793479785366
"Pooled",9.50802071091166,-0.145965659463591
"Pooled",9.45605434579577,-0.0964188970815206
"Pooled",9.46634651456437,-0.101931860768476
"Pooled",9.4799769229053,-0.0629691610510359
"Pooled",9.54122620458685,-0.034171311561663
"Pooled",9.58363608728274,-0.103584482590096
"Pooled",9.65065305243904,-0.116861160825644
"Pooled",9.67844904324835,0.0981451920596798
"Pooled",9.57867921867282,0.043669262344194
"Pooled",9.57090042224149,-0.0324319602137467
"Pooled",9.52324116431801,0.0411661639077402
"Pooled",9.54411792676198,0.0600742858687364
"Pooled",9.56182739292044,0.0363278566426901
"Pooled",9.57645929404386,0.0375480208308553
"Pooled",9.55619336926808,0.102567515497837
"Pooled",9.601907444341,0.0875122522772518
"Pooled",9.53504670268305,0.186174799331107
"Pooled",9.58335626883061,0.154768585667906
"Pooled",9.58580930841987,0.210795737484218
"Pooled",11.9301721867752,-0.00935424963010237
"Pooled",11.9385320564854,0.0547962931732662
"Pooled",11.9498986760192,0.158028163741835
"Pooled",12.0056971404376,0.190630441451895
"Pooled",12.0207939553785,0.233309265311181
"Pooled",12.126825202722,0.225049598160505
"Pooled",12.1690836792703,0.212428563265139
"Pooled",12.2100818281119,0.259443011510248
"Pooled",12.2204846188942,0.202364727504778
"Pooled",12.1863141146341,0.192316234891489
"Pooled",12.1632041722373,0.230672953125791
"Pooled",12.1774021995456,0.238159700224158
"Pooled",12.173136358236,0.259070424844246
"Pooled",12.1733008260275,0.257316326519971
"Pooled",12.2036476599645,0.303409052276155
"Pooled",12.2235401550512,0.552208928500343
"Pooled",12.3363002079467,0.514892529945008
"Pooled",12.3748450730364,0.555451213748489
"Pooled",12.4571999894067,0.541005568703117
"Pooled",12.4792824485481,0.645185899350493
"Pooled",14.4086501802257,0.123021567700587
"Pooled",14.4456999224457,0.0863180780693348
"Pooled",14.4715167574931,0.0468253111626618
"Pooled",14.5443318914183,-0.0215767400156953
"Pooled",14.548427284612,-0.0197842148947222
"Pooled",14.5700901990847,-0.00143050314750994
"Pooled",14.4441399007858,0.161164737370891
"Pooled",14.4856749612175,0.166000609168655
"Pooled",14.4867790274048,0.18709850873696
"Pooled",14.5026431382903,0.130885347503294
"Pooled",14.5235152504172,0.121861108620193
"Pooled",14.4817043342128,0.188700798752606
"Pooled",14.4406838952745,0.208392526445137
"Pooled",14.4223668310117,0.202601415086849
"Pooled",14.4205314238369,0.198198699533699
"Pooled",14.4852638612518,0.13722109900378
"Pooled",14.472823808973,0.197545064120481
"Pooled",14.6529242736449,0.0531009493784448
"Pooled",14.6588952207287,0.0560592550902325
"Pooled",14.6457017643682,0.072538995684107
"Pooled",10.7345160580433,-0.485313056241302
"Pooled",10.8164856630575,-0.496732489028912
"Pooled",10.8038150844093,-0.45089544240437
"Pooled",10.8244867998306,-0.451133200755003
"Pooled",10.8493773606514,-0.439257416797937
"Pooled",10.8951918944683,-0.360175159724652
"Pooled",10.9475960785594,-0.356518947865732
"Pooled",11.00462556157,-0.330911612173789
"Pooled",11.1122750150584,-0.383746252034012
"Pooled",11.0239827909398,-0.435897882558873
"Pooled",11.0027317359064,-0.382575235452812
"Pooled",10.9523482211695,-0.238958150456696
"Pooled",10.933029956733,-0.182173871083812
"Pooled",10.9493887231447,-0.2047064950364
"Pooled",10.9436247971707,-0.170348344036827
"Pooled",11.009565749519,-0.202351690459536
"Pooled",11.0228534059951,-0.196198895234997
"Pooled",11.1973579171487,-0.319378459809362
"Pooled",11.0992167562709,-0.185227333280901
"Pooled",11.0074434600059,-0.0729188293503553
"Pooled",10.833694038476,-0.178489827013111
"Pooled",10.8567720730259,-0.134246463217024
"Pooled",10.89640073219,-0.153017143069862
"Pooled",10.9636450918575,-0.123761070456175
"Pooled",10.999910108605,-0.150303413276636
"Pooled",11.0419937969093,-0.0711707223861569
"Pooled",11.0349180995042,-0.00317798435705986
"Pooled",11.1169591023868,-0.00439017589013384
"Pooled",11.135705807435,0.0313281043603388
"Pooled",11.0746359516637,-0.0561427040120674
"Pooled",11.0844176817638,0.00587223602187814
"Pooled",11.1384556213235,0.0593544792884111
"Pooled",11.1435802655334,0.111307483819137
"Pooled",11.1587681749659,0.0969767387254235
"Pooled",11.1876203974704,0.101076846112385
"Pooled",11.258687124878,0.0265398997530634
"Pooled",11.3348752663599,-0.0307184574235026
"Pooled",11.4202783453029,-0.0712061555561873
"Pooled",11.3887399485244,-0.0194636746251978
"Pooled",11.3737633732414,0.0298178703919008
"Pooled",9.98672498443464,0.289647449475445
"Pooled",10.0140830431008,0.200855940665924
"Pooled",10.0350286195802,0.153064990257737
"Pooled",10.0739712337565,0.0856862576750547
"Pooled",10.1121059429952,-0.0259623355793658
"Pooled",10.1642600313906,0.153437032670362
"Pooled",10.1999605009333,0.114651182299443
"Pooled",10.2845891423215,0.102098396736589
"Pooled",10.3501261650429,0.0299467033975097
"Pooled",10.3593030241545,-0.0474754635398024
"Pooled",10.3966735666244,0.0499182005334328
"Pooled",10.4242764417358,0.0299729744217023
"Pooled",10.467066633846,0.037994698513464
"Pooled",10.5059375012143,-0.0226651571182319
"Pooled",10.5368758985897,0.118763486792201
"Pooled",10.5449562771778,0.206318385463007
"Pooled",10.5894861650888,0.232602573166173
"Pooled",10.5985597109482,0.291222017481853
"Pooled",10.6333697569927,0.254787783597821
"Pooled",10.6885165558769,0.239412620903962
"Pooled",8.74165984289376,0.47363143668239
"Pooled",8.87457851101506,0.226998644274068
"Pooled",8.88830478046405,0.237791794589558
"Pooled",8.89807117788371,0.278552936401805
"Pooled",8.97736544480489,0.144578536094569
"Pooled",9.07788534671034,0.166193018644714
"Pooled",9.24576761385679,-0.0173794660892357
"Pooled",9.26651414541073,0.0128071969399079
"Pooled",9.29391251390698,-0.0157967691071638
"Pooled",9.28808393701472,-0.0136857807743203
"Pooled",9.24234641691185,0.0782391034867697
"Pooled",9.14794951566593,0.231656690966486
"Pooled",9.20268279717662,0.204296556514089
"Pooled",9.25285120473646,0.13001904514539
"Pooled",9.298593265903,0.123984763097607
"Pooled",9.33306073594642,0.259570936888465
"Pooled",9.35329543840879,0.25729182805393
"Pooled",9.37881450949994,0.262992050944317
"Pooled",9.41260462812268,0.328101092712846
"Pooled",9.4157540892627,0.333118987758514
"Pooled",13.4899413840456,-0.0619766049215867
"Pooled",13.4919564953612,-0.0507122962363179
"Pooled",13.5151284970752,-0.069901037554814
"Pooled",13.5113319720882,-0.0645818623127706
"Pooled",13.5341813237834,-0.0680425322837804
"Pooled",13.5486972057026,0.0449805821232612
"Pooled",13.5406350613415,0.0789209058912556
"Pooled",13.5747685574703,0.111899526261168
"Pooled",13.6023584210209,0.124688546911661
"Pooled",13.6219951571101,0.0175153461963062
"Pooled",13.6407371696533,0.00443744126938077
"Pooled",13.6503365394272,0.0184069191171805
"Pooled",13.6260205414767,0.0664084763276944
"Pooled",13.6409024027825,0.0973157141387461
"Pooled",13.6364853821461,0.0538150650944576
"Pooled",13.6175601803514,0.0645592608635311
"Pooled",13.6531811383458,0.027020233369242
"Pooled",13.6258087291046,0.109712692667813
"Pooled",13.6816702300033,0.0687034278303675
"Pooled",13.7290640184945,0.0352352811908452
"Pooled",12.2910665481706,0.15276168351463
"Pooled",12.2908869520669,0.165131033929335
"Pooled",12.3061004638476,0.112963434874566
"Pooled",12.2613696215512,0.231196656140271
"Pooled",12.2646567261552,0.293677356856794
"Pooled",12.3359789766862,0.439287900952438
"Pooled",12.3552733422487,0.505899931091868
"Pooled",12.4112536566449,0.466143448445444
"Pooled",12.4581348383665,0.54772407628362
"Pooled",12.4554432825874,0.381507944142313
"Pooled",12.4233353563376,0.495911719490742
"Pooled",12.4935778419578,0.520636621929417
"Pooled",12.5012921049781,0.568833519019691
"Pooled",12.5405353257784,0.509125293619339
"Pooled",12.5505162220123,0.436324209512633
"Pooled",12.549017632272,0.266922057312063
"Pooled",12.5736652447919,0.201112027615676
"Pooled",12.5995508269603,0.218051204000755
"Pooled",12.6435853538222,0.259775495757747
"Pooled",12.6418435359593,0.247966847346248
"Pooled",13.3220265167876,-0.0463944555430515
"Pooled",13.3113799688804,-0.0315935929569939
"Pooled",13.303309961622,-0.000957432867797201
"Pooled",13.3175387581214,-0.00657327542237385
"Pooled",13.1921416657459,0.15384994549511
"Pooled",13.2042908876095,0.192868106130701
"Pooled",13.2672806692198,0.166173490107409
"Pooled",13.3280893224141,0.190148570031831
"Pooled",13.3853883575229,0.195375340358356
"Pooled",13.4427382699716,0.17234813852451
"Pooled",13.505976900659,0.201941069092577
"Pooled",13.5828238417256,0.19322791974582
"Pooled",13.6179738293903,0.177904458016309
"Pooled",13.6462857353022,0.146412527104621
"Pooled",13.6736055445752,0.130097832155805
"Pooled",13.7498689157354,0.0986003016046234
"Pooled",13.798017239737,0.0712936486222223
"Pooled",13.7662442813559,0.146807828685199
"Pooled",13.7626747006131,0.19905732677028
"Pooled",13.7406891827929,0.266966398335859
"Pooled",12.7187814980417,-0.267795431270867
"Pooled",12.7517755634571,-0.305032058736852
"Pooled",12.743194463623,-0.293741236300108
"Pooled",12.7399474084481,-0.295492167907327
"Pooled",12.7500137088395,-0.305401823652639
"Pooled",12.8110867080212,-0.269450162389722
"Pooled",12.8013636182371,-0.213042036414413
"Pooled",12.838248298683,-0.227372326473732
"Pooled",12.8520180338309,-0.243318052863388
"Pooled",12.8433369034403,-0.25436796196216
"Pooled",12.8276167286438,-0.197305574076481
"Pooled",12.7952063118254,-0.184293545117368
"Pooled",12.7660512803111,-0.157762549034371
"Pooled",12.7729777596951,-0.196964749395541
"Pooled",12.7790993792177,-0.202328098605523
"Pooled",12.7871878561892,-0.185375049429875
"Pooled",12.8035864026706,-0.17844555047072
"Pooled",12.8243218993014,-0.170107272494308
"Pooled",12.8385079162896,-0.171339164717291
"Pooled",12.8732617778141,-0.181189033847119
"Pooled",12.6001255275169,-0.445726182778082
"Pooled",12.6515476844201,-0.420098056875199
"Pooled",12.5566622881747,-0.291431168627108
"Pooled",12.5268006773871,-0.213468297419922
"Pooled",12.5531939049948,-0.131410764998015
"Pooled",12.5509240115051,-0.0991807158354271
"Pooled",12.5633082668032,0.0214675810878937
"Pooled",12.6055349117962,0.0951090630431737
"Pooled",12.6521844397163,0.201011981038545
"Pooled",12.721774211185,0.103466672888172
"Pooled",12.7310860294228,0.111681411104268
"Pooled",12.7357218693162,0.105475162111531
"Pooled",12.7400565295794,0.152242842815471
"Pooled",12.7514024300493,0.14133864166179
"Pooled",12.7685927657955,0.148535431384492
"Pooled",12.812363706435,0.158841114439763
"Pooled",12.8115788098276,0.209287274500271
"Pooled",13.0610689692876,0.0606615203854608
"Pooled",13.0476238586408,0.107807689940816
"Pooled",13.0720539742617,0.12735516291224
"Pooled",11.4358927301535,-0.0333101374697419
"Pooled",11.4543001251491,0.00261476879568188
"Pooled",11.4350362238493,0.0387353694837096
"Pooled",11.442997732529,0.0378125153538474
"Pooled",11.4720612021927,0.0141335982069262
"Pooled",11.5289247670707,0.0894215945469031
"Pooled",11.5933391277856,0.0861561639888445
"Pooled",11.6534829104811,0.104223629529296
"Pooled",11.7169873421478,0.13963930149554
"Pooled",11.7209139194961,0.079976663802066
"Pooled",11.7892533133138,0.10717705657459
"Pooled",11.742606089649,0.166916003622604
"Pooled",11.7322155479311,0.183599628324676
"Pooled",11.7147582538802,0.163557875053584
"Pooled",11.7596326568,0.1573751899194
"Pooled",11.8154044854778,0.104064360222293
"Pooled",11.8499710020369,0.0253250309668094
"Pooled",11.8667011266809,0.012187001894966
"Pooled",11.8829165110099,0.00932096943364482
"Pooled",11.9027577754814,0.0151089103920505
"Pooled",10.9803588776063,-0.21500485302337
"Pooled",11.0396614860856,-0.265660241896663
"Pooled",10.9128258175853,-0.119939736921459
"Pooled",10.8995316104883,-0.0830555693615887
"Pooled",10.9686488801912,-0.113771118675343
"Pooled",11.0020933421938,-0.0624835660909997
"Pooled",11.0307215820244,-0.0887474433350153
"Pooled",11.0537417507372,-0.0747866663084687
"Pooled",11.1254274489193,-0.0438986099576207
"Pooled",11.1953778217718,-0.198309039626972
"Pooled",11.2044549349771,-0.186644902816223
"Pooled",11.1811916136587,-0.123090505715607
"Pooled",11.1481200534074,-0.100476383110642
"Pooled",11.1201320608249,-0.0850714814650186
"Pooled",11.1250300779939,-0.0768801824215436
"Pooled",11.08781335777,-0.0563980944647541
"Pooled",11.0945611541929,-0.0392566758080783
"Pooled",11.1338690418746,-0.042491383580914
"Pooled",11.2026026303016,-0.0488444984072767
"Pooled",11.2006798410739,-0.0320982945291951
"Pooled",14.0118496092686,-0.0552104345585323
"Pooled",14.1044924491209,-0.118506262809643
"Pooled",14.1546233844842,-0.134703978935276
"Pooled",14.1898199153696,-0.155542268848831
"Pooled",14.2335507828809,-0.163551797437997
"Pooled",14.2950593673318,-0.123311586214601
"Pooled",14.3346961184994,-0.0762059215393313
"Pooled",14.3689887730631,-0.0464284107756802
"Pooled",14.3781268956931,-0.0392279075085989
"Pooled",14.3495222144212,-0.0466530928275808
"Pooled",14.3375294543043,-0.0381787010339953
"Pooled",14.2921399945433,0.00263338127064726
"Pooled",14.2544827060017,0.0334833167514507
"Pooled",14.2529689494793,0.0165463731977184
"Pooled",14.2715801853357,0.000389880459723857
"Pooled",14.2706622810628,0.0574780222609857
"Pooled",14.3053805411614,0.0629112163430178
"Pooled",14.265501351204,0.146598610840681
"Pooled",14.3091640459647,0.12126441254829
"Pooled",14.2970056170197,0.153278690418205
"Pooled",12.7783181574556,-0.00328114770503456
"Pooled",12.9175966364928,-0.170493232610665
"Pooled",12.8999591847465,-0.148358084884324
"Pooled",12.8777586284592,-0.0987908992751125
"Pooled",12.9110038511633,-0.0857527040440591
"Pooled",12.9368001955404,-0.0705169504375618
"Pooled",12.9303702476595,-0.0214327910561607
"Pooled",12.9738990368833,0.000339914215021468
"Pooled",12.9865430388875,0.0126291582990227
"Pooled",12.998471920403,-0.0677019508653385
"Pooled",13.0656674546871,-0.082737854759955
"Pooled",13.0528068017208,0.00209398361440674
"Pooled",13.0492589408222,0.00868570826914165
"Pooled",13.0791160031,-0.022746405208241
"Pooled",13.0967075248596,-0.0320984667528336
"Pooled",13.0898704259376,0.010789565122079
"Pooled",13.0957942348489,0.0196970210259834
"Pooled",13.1332017259794,0.0194545894625814
"Pooled",13.2191615294695,-0.0647758817998284
"Pooled",13.1786046317168,-0.00509042632283223
"Pooled",13.0028114671611,-0.270341198243703
"Pooled",13.003982406725,-0.27427974590805
"Pooled",13.0307146134156,-0.297511831775848
"Pooled",13.0285772631496,-0.27620902591077
"Pooled",13.0564262797874,-0.266684375221155
"Pooled",13.0904932438078,-0.217439502053283
"Pooled",13.1251114332493,-0.183579822926905
"Pooled",13.1486926062493,-0.107603887767273
"Pooled",13.164798938565,-0.0514962984445586
"Pooled",13.172194146457,-0.0746406932113379
"Pooled",13.1738498478029,-0.0407223000105834
"Pooled",13.1895485953959,0.0410896468222579
"Pooled",13.1834431517496,0.0787370578277566
"Pooled",13.1970699786585,0.0632000341464369
"Pooled",13.2181299292689,0.0678369517699541
"Pooled",13.2329412386212,0.0597195063905328
"Pooled",13.2561429182039,0.0548195625703373
"Pooled",13.2096651994237,0.131927578993335
"Pooled",13.2363291942148,0.126924524523734
"Pooled",13.2771126756016,0.102864662962057
"RE",1.14364786173956,-0.0451211682767117
"RE",1.16170874186262,-0.0861342649423745
"RE",1.17461998291427,-0.0781776902134229
"RE",1.19903877279327,-0.0780230009983285
"RE",1.21780781830296,-0.0575394199915185
"RE",1.24450132911478,0.00619373907886637
"RE",1.2769492330237,-0.00680821174465599
"RE",1.31231629744317,-0.00856152095272578
"RE",1.33566763102174,0.00377929262310763
"RE",1.3279884076381,-0.0341538831214566
"RE",1.35473870312127,-0.0289856517384275
"RE",1.36839528087905,0.000788254016392602
"RE",1.35972938101651,0.0275066850682379
