Index,country,year,delta_Lnrgdpo,delta_Lnlabor_stock,delta_Lncapital_stock,delta_RL,delta_GS,delta_RE,delta_MO
18,Austria,2018,0.0274000376914003,0.0263181989996983,0.0164672077391987,-1.7,0.366666666666596,-0.6666666666667,-0.033333333333303
19,Austria,2019,0.0142196766211988,0.0161299391231005,0.017274456549,-1.6666666666667,3.3666666666667,-0.266666666666595,-0.299999999999997
21,Belgium,2001,0.00543010393579912,0.0150989146902809,0.0266665480145996,-0.5,1.6,0.200000000000003,0.0666666666667055
22,Belgium,2002,0.0274160210161014,0.0163425816714788,0.0210369456066015,4,3.25,-1.15000000000001,7.2
23,Belgium,2003,0.0430592636854001,0.00925546021169055,0.0192772905650997,2.5,-0.600000000000001,-0.400000000000006,0.599999999999994
24,Belgium,2004,0.025597712373699,0.0111059199572896,0.0230833196211986,2.5,3.05,-1.94999999999999,-0.533333333333403
25,Belgium,2005,0.1115223819425,0.0149873255420498,0.0249784270949007,2.5,-1.25,-2.38333333333331,0.133333333333411
26,Belgium,2006,-0.0285088639845998,0.0218491098561611,0.0243220168103004,-0.5,2.75,6.93333333333331,0.733333333333292
27,Belgium,2007,0.03024053605,0.01933518128671,0.0273079750861989,-5.5,0.5,1.09999999999999,4.73333333333341
28,Belgium,2008,0.0835488392549006,0.0118401400404391,0.0263666895221011,-0.5,-4.3544,0.585929483333302,-0.200000000000102
29,Belgium,2009,-0.0339802429186999,-0.0128977259063188,0.0203334643454003,-1,3.955389995,-0.317196629999998,-0.066666666666606
